variable_set|section|subsection|variable_name|polity_name|polity_new_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Nayaks of Madurai|in_madurai_nayaks|Rani Mangammal|Vijaya Ranga Chokkanatha Nayak|P|A|A|IP|IP|IP|A|IP|IP||1704|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|Odawaru|Karan|SU|SU|A|P|A|IA|A|A|A||1692|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|Tié Yaasin Demba|Tié Tieumbeul|||||||||||1693|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|Amadiouf Diouf|Sengane Kéwé Ndiaye|IA|IA|A|IA|IA|IA|IA|IA|IA||1696|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hawaii III|us_hawaii_3|Keawe and Kalani-kauleleaiwi|Kalanike'eaumoku and Kalaninui'īamamao|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1700|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buganda I|ug_buganda_k_1|Tebandeke; Ndawula|Kagulu; Mawanda; Kikulwe|IA|IA|IA|IA|IA|IA|IA|IA|IA||1717|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Aro|ni_aro|Akuma|Nachi|A|A|A|A|A|A|A|A|A||1720|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Cayor|se_cayor_k|Birayma Mbenda-Tyilor|Dyakhere|IA|IA|IA|IA|IA|IA|IA|IA|IA||1693|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire III|tr_ottoman_emp_3|Ahmed II|Mustafa II|A|A|A|A|A|A|A|A|A|None|1695|Confident|||False
Crisisdb|Power Transitions||Power Transition|Papal States - Early Modern Period II|it_papal_state_4|Innocent XII (Pignatelli)|Clement XI (Albani)|A|A|A|A|A|A|A|A|A|None|1700|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Nyakambira|Nyamaende Mhande|IA|IA|IA|IA|IA|IA|IA|IA|IA||1698|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Akan - Pre-Ashanti|gh_akan|Ntim Gyakari|end of our polity|A|P|A|P|A|A|IP|P|A||1701|Confident|||False
Crisisdb|Power Transitions||Power Transition|Funj Sultanate|et_funj_sultanate|Badi III|Unsa III|A|A|A|A|A|A|A|A|A||1716|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Cayor|se_cayor_k|Dyakhere|Dethialaw|IA|IA|IA|IA|IA|IA|IA|IA|IA||1693|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|Tié Tieumbeul|Lat Sukaabe|||||||||||1697|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Cayor|se_cayor_k|Dethialaw|Lat Sukaabe|IA|IA|IA|IA|IA|IA|IA|IA|IA||1697|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Safavid Empire|ir_safavid_emp|Sultan Husayn|Tahmasp II|P|P|P|A|A|A|A|P|A|Siege of Isfahan, Russo-Persian War (1722–1723), Ottoman–Persian War (1730–1735)|1722|Confident|||False
Crisisdb|Power Transitions||Power Transition|Torwa-Rozvi|zi_torwa_rozvi|unknown|Changamire Negamo|||||||||||1700|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|Bakantam Gan|Albuuri Jaxer|||||||||||1701|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire III|tr_ottoman_emp_3|Mustafa II|Ahmed III|P|P|A|A|P|P|A|A|A|None|1703|Confident|||False
Crisisdb|Power Transitions||Power Transition|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|Peter I|Catherine I|A|A|P|A|A|A|A|A|A|None|1725|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|Sengane Kéwé Ndiaye|Lathilor Ndong|IA|IA|IA|IA|IA|IA|IA|IA|IA||1726|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|Lat Sukaabe|Mali Kumba Dyaring|||||||||||1719|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Cayor|se_cayor_k|Lat Sukaabe|Isa-Tende|IA|IA|IA|IA|IA|IA|IA|IA|IA||1719|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Zungharian Empire|mn_zungharian_emp|Tsewang Rabtan|Galdan Tseren|P|A|P|P|P|IA|IA|IA|IA||1727|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Nyamaende Mhande|Pedro Chirimbe|IA|IA|IA|IA|IA|IA|IA|IA|IA||1698|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Manuel Chirimbe|Joao Dangwarangwa|||||||||||1700|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Nkore|ug_nkore_k_1|Ntare IV Kitabanyoro|Macwa|||||||||||1727|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|João Dangwarangwa|Samatambira|IA|IA|IA|P|IA|IA|IA|IA|IA||1702|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Torwa-Rozvi|zi_torwa_rozvi|Changamire Negamo|Chirisamuru|||||||||||1710|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hawaii III|us_hawaii_3|Kalanike'eaumoku and Kalaninui'īamamao|Alapa'inui|P|P|P|P|SU|SU|SU|SU|SU|None|1710|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Ewuakpe|Ozuere|P|P|A|P|A|A|A|A|A||1712|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Papal States - Early Modern Period II|it_papal_state_4|Clement XI (Albani)|Innocent XIII (Conti)|A|A|A|A|A|A|A|A|A|None|1721|Confident|||False
Crisisdb|Power Transitions||Power Transition|Emirate of Harar|et_harar_emirate|Talha ibn Abdallah|Abu Bakr ibn Abdallah|SU|SU|SU|SU|SU|SU|SU|SU|SU||1721|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Gisaka|rw_gisaka_k|Kwezi Kwi Rusagwe|Ruregeya|||||||||||1724|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Karagwe|tz_karagwe_k|Rusatira|Mehiga|||||||||||1725|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Nyinginya|Early Niynginya|Gisanura|Mazimpaka|||||||||||1735|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Spanish Empire I|es_spanish_emp_1|Philip V|Ferdinand VI|A|A|A|A|A|A|A|A|A|None|1746|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ashanti Empire|gh_ashanti_emp|Osei Tutu I|Amaniampon, the mamponghene (Regent)|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1717|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|Albuuri Jaxer|Birayamb Majigen|||||||||||1723|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|Eze Nri Ezimilo|Eze Nri Ewenetem|A|A|P|A|A|A|A|A|A||1724|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Samatambira|Zenda|P|P|P|P|IA|IA|IA|IP|P||1704|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Khanate of Bukhara|uz_janid_dyn|Ubaydullāh Khān|Abū’l Fayz|A|P|P|P|A|A|A|A|A||1711|Confident|||False
Crisisdb|Power Transitions||Power Transition|British Empire I|gb_british_emp_1|Anne|George I|A|A|A|A|A|A|A|A|A|None|1714|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mataram Sultanate|id_mataram_k|Susuhunan Amangkurat III|Susuhunan Pakubuwono I||A|A|A|A|A|A|P|A||1705|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ayutthaya|th_ayutthaya|Sua (Sorasak)|Pumintharacha (Thaisa)|A|A|A|A|A|A|A|A|A|None|1709|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire III|tr_ottoman_emp_3|Ahmed III|Mahmud I|P|P|A|P|P|P|A|A|A|Patrona Revolt|1730|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|Mohamma Sharefa|Kumbari|IA|IA|IA|IA|IA|IA|IA|IA|IA||1731|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Zenda|Mupunzagutu|P|P||P|IA|IA|IA|IA|IA||1705|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|Dunama VI|Hamdan|||||||||||1723|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Nayaks of Madurai|in_madurai_nayaks|Vijaya Ranga Chokkanatha Nayak|Queen Meenakshi|P|A|P|A|A|IP|A|IP|IP||1731|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Mupunzagutu|Gupo|P|P||P|IA|IA|IA|IA|IA||1707|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Austria - Habsburg Dynasty II|at_habsburg_2|Joseph I|Charles VI|A|A|A|A|A|A|A|A|A|None|1711|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mataram Sultanate|id_mataram_k|Susuhunan Pakubuwono I|Susuhunan Amangkurat IV||A|A|A|A|A|A|P|A||1719|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom II|et_ethiopian_k_2|Tekle Haymanot|Tewoflos|P|P|P|P|P|IA|A|A|A||1708|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Portuguese Empire - Early Modern|pt_portuguese_emp_2|João V|José I|A|A|A|A|A|A|A|A|A||1750|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Azam Shah|Bahadur Shah I|P|P|A|P|P|A|A|A|A|India (succession), 1707|1707|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Gupo|Sacapio|P|P||P|IA|IA|IA|IA|IA||1708|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Bahadur Shah I|Jahandar Shah|P|A|A|P|P|A|A|A|A|India (succession), 1712|1712|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Sacapio|João Nyamhandu|P|P||P|IA|IA|IA|IA|IA||1710|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom II|et_ethiopian_k_2|Tewoflos|Yostos|P|P|IP|P|IP|A|A|A|A||1711|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Tokugawa Shogunate|jp_tokugawa_shogunate|Tokugawa Ienobu|Tokugawa Ietsugu|A|A|A|A|A|P|A|A|A|None|1712|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ayutthaya|th_ayutthaya|Pumintharacha (Thaisa)|Borommakot|P|A|A|P|A|A|A|A|A|None|1733|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|João Nyamhandu|Karize|P|P|IA|P|IA|IA|IA|IA|IA||1723|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bito Dynasty|ug_bunyoro_k_2|Olimi III Isansa|Duhaga I Mujwiga|A|A|A|A|A|A|A|A|||1731|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carnatic Sultanate|in_carnatic_sul|Saadatullah Khan I|Dost Ali Khan|A|A|A|A|A|A|A|IP|IP||1732|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Kaffa|et_kaffa_k|Gaki Gaocho|Gali Gaocho|IA|IA|SU|SU|IA|IA|IA|IA|SU||1742|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hawaii III|us_hawaii_3|Alapa'inui|Keawe-'ōpala|IA|IA|SU|SU|SU|SU|SU|SU|SU|None|1754|Confident|||False
Crisisdb|Power Transitions||Power Transition|Torwa-Rozvi|zi_torwa_rozvi|unknown|Changamire Baswi|||||||||||1825|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom II|et_ethiopian_k_2|Yostos|Dawit III|P|P|A|P|P|P|A|A|A||1716|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Austria - Habsburg Dynasty II|at_habsburg_2|Charles VI|Maria Theresa and Francis I|P|A|A|A|A|A|A|P|A|War of Austrian Succession|1740|Confident|||False
Crisisdb|Power Transitions||Power Transition|Khanate of Bukhara|uz_janid_dyn|Abū’l Fayz|Muhammad Rahīm Manghīt|A|P|A|A|A|A|A|P|A||1747|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Jahandar Shah|Farrukh Siyar|P|P|A|P|P|A|A|A|A|None|1713|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Ozuere|Akenzua I|P|A|A|P|A|A|A|A|A||1713|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Tokugawa Shogunate|jp_tokugawa_shogunate|Tokugawa Ietsugu|Tokugawa Yoshimune|IA|A|A|A|A|IA|A|A|A|None|1716|Confident|||False
Crisisdb|Power Transitions||Power Transition|Thanjavur Maratha Kingdom|in_thanjavur_maratha_k|Serfoji Bhonsle I|Tukkoji Bhonsle|A|A|A|A|A|A|A|P|IP|Marava War|1728|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bamana kingdom|ml_bamana_k|Mamari Kulibali|Denkoro Kulibali|P|IP|IA|IP|IP|SU|SU|SU|SU||1755|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Farrukh Siyar|Rafi ul Darjat|P|P|P|P|P|A|A|A|A|None|1719|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Akenzua I|Eresonuen|||||||||||1735|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Brandenburg-Prussia|de_hohenzollern_2|Frederick William I|Frederick II|A|A|A|A|A|A|A|A|A||1740|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|British Empire I|gb_british_emp_1|George I|George II|A|A|A|A|A|A|A|A|A|None|1727|Confident|||False
Crisisdb|Power Transitions||Power Transition|Foys|ni_dahomey_k|Agaja|Tegbesu|P|A|A|P|IA|IA|IA|IA|IA||1740|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Bourbon|fr_bourbon_k_2|Louis XV|Louis XVI|A|A|A|A|A|A|A|A|A|None|1774|Confident|||False
Crisisdb|Power Transitions||Power Transition|Funj Sultanate|et_funj_sultanate|Unsa III|Nul|P|P|A|P|P|P|A|A|A||1718|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom II|et_ethiopian_k_2|Dawit III|Bekaffa|P|P|P|P|P|A|A|A|A||1721|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Tokugawa Shogunate|jp_tokugawa_shogunate|Tokugawa Yoshimune|Tokugawa Ieshige|DIS|A|A|DIS|A|P|A|A|A|None|1745|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ashanti Empire|gh_ashanti_emp|Amaniampon, the mamponghene (Regent)|Opoku Ware Katakyie|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1720|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nawabs of Bengal|bd_nawabs_of_bengal|Murshid Quli Khan|Sarfaraz Khan||A|A|P|A|A|A|A|A||1727|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buganda II|ug_buganda_k_2|Kagulu; Mawanda; Kikulwe|Kagulu; Namagula; Kyabaggu|IA|IA|P|IP|IA|IA|IA|IA|IA||1744|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Funj Sultanate|et_funj_sultanate|Nul|Badi IV|A|A|A|A|A|A|A|A|A||1724|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Rafi ul Darjat|Rafi ul Daula|A|A|DIS|DIS|A|A|A|A|A|None|1719|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Rafi ul Daula|Muhammad Shah|P|A|A|P|P|A|A|A|A|None|1719|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|Mali Kumba Dyaring|Ma-Kodu Kumba|||||||||||1719|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mataram Sultanate|id_mataram_k|Susuhunan Amangkurat IV|Susuhunan Pakubuwono II||A|A|A|A|A|A|P|A||1726|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Cayor|se_cayor_k|Isa-Tende|Isa Bige N'Gone|IA|IA|IA|IA|IA|IA|IA|IA|IA||1748|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|Muhammad Shah|Ahmad Shah|A|A|A|A|A|A|A|A|A|None|1748|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|Ma-Kodu Kumba|Mawa|||||||||||1749|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ashanti Empire|gh_ashanti_emp|Opoku Ware Katakyie|Kusi Oboadum|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1750|Confident|||False
Crisisdb|Power Transitions||Power Transition|Aro|ni_aro|Nachi|Okenachi|A|A|A|A|A|A|A|A|A||1750|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Papal States - Early Modern Period II|it_papal_state_4|Innocent XIII (Conti)|Benedict XIII (Orsini)|A|A|A|A|A|A|A|A|A|None|1724|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom II|et_ethiopian_k_2|Bekaffa|Iyasu II|A|A|A|A|A|A|A|A|A||1730|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Emirate of Harar|et_harar_emirate|Abu Bakr ibn Abdallah|Khalaf ibn Abi Bakr|SU|SU|SU|SU|SU|SU|SU|SU|SU||1732|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Safavid Empire|ir_safavid_emp|Tahmasp II|Abbas III|P|P|A|P|P|A|A|P|A|Tahmasp's campaign of 1731 , Ottoman–Persian War (1730–1735)|1732|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Qing|cn_qing_dyn_1|Yongzheng Emperor (Yung Cheng, Shih Tsung, Yinzhen)|Qianlong Emperor (Ch’ien Lung, Kao Tsung, Hongli,)|A|DIS|DIS|DIS|A|A|A|A|A|None|1735|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Karize|Chikoka|P|P|A|P|IA|IA|IA|IA|IA||1724|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|Hamdan|Muahmmad VII Erghamma|||||||||||1737|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|Birayamb Majigen|Lat Kodu Majigen|||||||||||1756|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Chikoka|Kambwe|P|P||P|IA|IA|IA|IA|IA||1725|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|Osiyago|Ojigi|P|P|P|P|IA|IA|IA|IA|IA||1725|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Papal States - Early Modern Period II|it_papal_state_4|Benedict XIII (Orsini)|Clement XII (Corsini)|P|A|A|A|A|P|A|A|A|None|1730|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gisaka|rw_gisaka_k|Ruregeya|Bazimya|||||||||||1751|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Funj Sultanate|et_funj_sultanate|Badi IV|Nasir|P|P|P|P|P|P|A|A|A||1762|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|Eze Nri Ewenetem|Eze Nri Enweleana|A|A|A|P|A|A|A|A|A||1795|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Kambwe|Dehwe II|IA|A||P|IA|IA|IA|IA|IA||1726|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|Catherine I|Peter II|A|A|A|A|A|A|A|A|A|None|1727|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|Ojigi|Gberu|IA|IA|A|P|IA|IA|IA|IA|IA||1735|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Karagwe|tz_karagwe_k|Mehiga|Kalemera Bwirangenda|||||||||||1750|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|Lathilor Ndong|Amasiga Seck Ndiaye|IA|IA|IA|IA|IA|IA|IA|IA|IA||1730|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Dehwe II|Joãoquinto Mupunzagutu|IA|IA|IA|IA|IA|IA|IA|IA|IA||1735|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mataram Sultanate|id_mataram_k|Susuhunan Pakubuwono II|Susuhunan Amangkurat V||A|A|A|A|A|A|P|A||1742|Confident|||False
Crisisdb|Power Transitions||Power Transition|Electorate of Bavaria|de_bavaria_1|Charles Albert|Maximilian III Joseph|A|A|A|A|A|A|A|A|A||1745|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|Peter II|Anna|A|A|A|A|A|A|A|A|A|None|1730|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nawabs of Bengal|bd_nawabs_of_bengal|Shuja-ud-Din Muhammad Khan        |Sarfaraz Khan||A|A|A|A|A|A|A|A||1739|Confident|||False
Crisisdb|Power Transitions||Power Transition|Zungharian Empire|mn_zungharian_emp|Galdan Tsereng|Tsewang Dorji Namjal|IA|A|IA|A|A|A|A|A|A||1745|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Nkore|ug_nkore_k_1|Macwa|Rwabirere; Karara I; Karaiga; Kahaya I|||||||||||1749|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|British Empire I|gb_british_emp_1|George II|George III|P|A|A|A|A|P|P|A|A|None|1760|Confident|||False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|Ibrahim Musa|Ibrahima Sora I|A|A|A|A|A|A|A|A|A||1776|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Thanjavur Maratha Kingdom|in_thanjavur_maratha_k|Tukkoji Bhonsle|Baba Shahobu / Ekoji II|A|A|A|A|A|A|P|P|IP|Marava War|1736|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|Amasiga Seck Ndiaye|Biram Khourédia Tièk Ndao|IA|IA|IA|IA|IA|IA|IA|IA|IA||1732|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|Anna|Ivan VI|P|A|A|P|A|A|A|A|A|None|1740|Confident|||False
Crisisdb|Power Transitions||Power Transition|Papal States - Early Modern Period II|it_papal_state_4|Clement XII (Corsini)|Benedict XIV (Lambertini)|A|A|A|A|A|A|A|A|A|None|1740|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire III|tr_ottoman_emp_3|Mahmud I|Osman III|A|A|A|A|A|A|A|A|A|None|1754|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom II|et_ethiopian_k_2|Iyasu II|Iyoas I|A|A|A|IP|A|A|A|A|A||1755|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Nayaks of Madurai|in_madurai_nayaks|Queen Meenakshi|End of polity|A|A|A|A|A|A|A|P|P||1736|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|Kumbari|Alhaji Kabe|IA|IA|IA|IA|IA|IA|IA|IA|IA||1743|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bito Dynasty|ug_bunyoro_k_2|Duhaga I Chwa Mujwiga|Olimi IV Kasoma|A|A|A|A|A|A|A|A|||1782|Confident|||False
Crisisdb|Power Transitions||Power Transition|Emirate of Harar|et_harar_emirate|Khalaf ibn Abi Bakr|Hamid ibn Abi Bakr|SU|SU|SU|SU|SU|SU|SU|SU|SU||1733|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|Biram Khourédia Tièk Ndao|Ndéné Ndiaye Bigué Ndao|IA|IA|IA|IA|IA|IA|IA|IA|IA||1734|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Safavid Empire|ir_safavid_emp|Abbas III|Nader Shah|P|P|A|P|A|A|A|P|A|Ottoman–Persian War (1730–1735)|1736|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carnatic Sultanate|in_carnatic_sul|Dost Ali Khan|Safdar Ali Khan|A|A|A|A|A|A|A|A|A||1740|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Emirate of Harar|et_harar_emirate|Hamid ibn Abi Bakr|Yusuf ibn Abi Bakr|SU|SU|SU|SU|SU|SU|SU|SU|SU||1747|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ayutthaya|th_ayutthaya|Borommakot|Suriyamarin (Ekkathat)|P|A|A|P|A|A|A|A|A|None|1758|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|Ndéné Ndiaye Bigué Ndao|Mbagne Diop|IA|IA|IA|IA|IA|IA|IA|IA|IA||1753|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|Gberu|Amuniwaiye|IA|IA|A|P|IA|IA|IA|IA|IA||1740|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|Eresonuen|Akengbuda|||||||||||1750|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|Joãoquinto Mupunzagutu|Zindave|P|P|IA|P|IA|IA|IA|IA|IA||1759|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Nyinginya|Early Niynginya|Mazimpaka|Rwaka|||IA||||||||1766|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early Qing|cn_qing_dyn_1|Qianlong Emperor (Ch’ien Lung, Kao Tsung, Hongli,)|Jiaqing Emperor (Chia Ch’ing, Jen Tsung, Yongyan)|A|A|A|A|A|P|A|A|A|White Lotus Rebellion|1796|Confident|||False
Crisisdb|Power Transitions||Power Transition|Thanjavur Maratha Kingdom|in_thanjavur_maratha_k|Baba Shahobu / Ekoji II|Sujana Bai|A|A|A|A|A|A|A|A|A||1737|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Thanjavur Maratha Kingdom|in_thanjavur_maratha_k|Sujana Bai|Katturaja / Shahuji II|A|A|A|A|A|A|A|A|P||1738|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|Muhammad VII Erghamma|Dunama VII Ghana|||||||||||1752|Confident|False|False|False
